,Date,Open,High,Low,Close,Volume
45,10/25/2019,193.09,195.74,193.05,195.64,"21,507,119"
46,10/24/2019,193.62,194.21,192.74,194.09,"19,264,221"
47,10/23/2019,191.43,192.26,191.15,192.22,"15,198,330"
48,10/22/2019,194.06,194.42,191.79,191.85,"22,988,990"
49,10/21/2019,192.65,193.52,192.14,193.39,"15,868,950"
50,10/18/2019,193.26,193.67,190.71,191.69,"27,719,070"
51,10/17/2019,194.18,194.5,192.81,193.55,"19,161,820"
52,10/16/2019,192.88,193.53,192.43,193.04,"20,689,211"
53,10/15/2019,191.65,193.97,191.56,193.52,"23,735,830"
54,10/14/2019,190.82,191.7,190.65,191.09,"15,372,770"
55,10/11/2019,190.8,192.63,190.72,191.11,"41,428,910"
56,10/10/2019,187.25,189.43,187.12,188.68,"26,693,779"
57,10/09/2019,186.96,188.08,186.43,187.23,"20,829,010"
58,10/08/2019,187.01,187.86,185.27,185.42,"33,201,941"
59,10/07/2019,188.23,189.74,187.91,188.24,"21,404,580"
60,10/04/2019,186.99,189.08,186.88,188.81,"32,752,670"
61,10/03/2019,184.07,186.21,181.82,186.07,"39,612,320"
62,10/02/2019,186.01,187.2,183.02,184.05,"48,931,980"
63,10/01/2019,189.54,190.59,186.96,187.27,"32,665,029"
64,09/30/2019,187.75,189.11,187.4,188.81,"26,559,840"
65,09/27/2019,189.7,189.83,185.75,187.03,"40,804,219"
66,09/26/2019,189.87,190.0,187.98,189.38,"27,030,029"
67,09/25/2019,187.79,190.58,186.21,190.08,"36,499,191"
68,09/24/2019,191.37,191.79,187.15,187.97,"41,096,609"
69,09/23/2019,190.36,191.07,189.72,190.5,"22,917,561"
70,09/20/2019,193.11,193.31,190.16,190.8,"30,131,529"
71,09/19/2019,192.86,194.04,192.47,192.84,"26,214,869"
72,09/18/2019,192.2,192.6,190.11,192.52,"31,173,061"
73,09/17/2019,191.7,192.6,191.29,192.6,"21,113,680"
74,09/16/2019,191.3,192.08,191.11,191.68,"20,318,990"
75,09/13/2019,192.95,193.4,192.29,192.54,"27,669,801"
76,09/12/2019,193.64,194.71,192.97,193.23,"28,689,881"
77,09/11/2019,190.98,192.53,190.56,192.43,"25,063,619"
78,09/10/2019,190.19,190.74,188.91,190.64,"23,744,689"
79,09/09/2019,192.18,192.27,190.22,191.19,"24,407,580"
80,09/06/2019,192.03,192.17,191.17,191.59,"19,487,820"
81,09/05/2019,190.39,192.33,190.34,191.78,"34,060,992"
82,09/04/2019,187.43,188.49,186.9,188.33,"21,676,340"
83,09/03/2019,186.26,187.18,185.03,185.65,"28,026,619"
84,08/30/2019,188.94,188.97,186.41,187.47,"26,332,750"
85,08/29/2019,187.37,188.46,186.68,187.92,"25,427,211"
86,08/28/2019,183.84,185.4,182.91,185.09,"21,848,789"
87,08/27/2019,186.08,186.42,183.71,184.43,"28,080,090"
88,08/26/2019,184.19,184.87,183.08,184.82,"27,689,840"
89,08/23/2019,186.76,188.45,181.56,182.07,"55,442,887"
90,08/22/2019,188.98,189.46,186.54,188.02,"24,270,520"
91,08/21/2019,188.66,189.23,187.96,188.63,"20,745,480"
92,08/20/2019,188.0,188.64,186.92,186.97,"19,939,551"
93,08/19/2019,188.03,188.83,187.5,188.43,"22,568,631"
94,08/16/2019,184.11,185.95,184.1,185.48,"34,785,008"
95,08/15/2019,183.11,183.59,181.16,182.55,"36,848,180"
96,08/14/2019,185.31,185.95,182.42,182.76,"51,000,551"
97,08/13/2019,184.27,189.68,184.02,188.39,"40,473,039"
98,08/12/2019,185.34,185.9,183.5,184.35,"24,642,869"
99,08/09/2019,187.32,188.0,185.03,186.49,"33,608,930"
100,08/08/2019,185.15,188.32,184.57,188.26,"38,418,078"
101,08/07/2019,181.32,184.51,179.89,184.25,"49,990,594"
102,08/06/2019,182.38,183.8,181.07,183.26,"41,897,246"
103,08/05/2019,183.51,183.51,179.2,180.73,"75,039,969"
104,08/02/2019,188.82,188.99,186.21,187.35,"55,214,008"
105,08/01/2019,191.51,194.98,189.23,190.15,"63,251,648"
106,07/31/2019,194.31,194.43,189.32,191.1,"41,627,473"
107,07/30/2019,193.16,194.54,192.99,193.78,"18,705,010"
108,07/29/2019,195.18,195.18,193.39,194.62,"20,451,650"
109,07/26/2019,194.52,195.55,194.43,195.29,"20,431,240"
110,07/25/2019,194.48,194.52,192.93,193.3,"23,434,740"
111,07/24/2019,193.07,195.16,193.03,195.15,"20,422,869"
112,07/23/2019,193.58,193.81,192.29,193.79,"23,786,730"
113,07/22/2019,191.5,192.94,191.44,192.53,"18,953,600"
114,07/19/2019,193.82,193.83,190.81,191.01,"29,387,949"
115,07/18/2019,191.3,192.79,190.69,192.42,"29,066,340"
116,07/17/2019,193.2,193.49,192.18,192.2,"16,765,070"
117,07/16/2019,193.86,194.09,192.56,193.15,"20,190,891"
118,07/15/2019,193.97,194.19,193.44,194.15,"15,606,070"
119,07/12/2019,192.63,193.54,192.45,193.53,"20,211,881"
120,07/11/2019,192.88,193.34,191.81,192.42,"23,736,119"
121,07/10/2019,191.79,193.09,191.47,192.56,"28,374,510"
122,07/09/2019,188.79,190.9,188.65,190.66,"19,193,500"
123,07/08/2019,189.86,189.87,188.93,189.71,"17,598,830"
124,07/05/2019,190.15,191.4,189.39,191.05,"21,415,619"
