Date,Open,High,Low,Close,Volume
05/17/2023,"328.24","331.71","327.04","331.12","47,486,121"
05/16/2023,"326.06","328.90","326.02","327.16","40,019,152"
05/15/2023,"325.51","327.03","323.96","326.79","33,375,559"
05/12/2023,"326.74","327.17","322.94","325.03","48,432,840"
05/11/2023,"325.70","326.75","324.12","326.20","44,278,551"
05/10/2023,"324.12","326.01","321.60","325.14","60,446,621"
05/09/2023,"322.00","322.88","321.32","321.64","31,768,801"
05/08/2023,"322.42","324.04","321.32","323.69","36,465,801"
05/05/2023,"318.47","323.76","316.21","322.89","51,806,102"
05/04/2023,"317.06","318.23","315.12","316.17","50,224,520"
05/03/2023,"319.75","322.47","317.18","317.29","59,882,070"
05/02/2023,"322.12","322.45","317.61","319.38","56,519,406"
05/01/2023,"322.09","323.63","321.09","322.19","41,013,391"
04/28/2023,"320.11","322.65","318.96","322.56","59,712,641"
04/27/2023,"315.70","320.86","315.05","320.35","65,430,391"
04/26/2023,"313.44","314.94","311.34","311.87","55,400,500"
04/25/2023,"314.29","314.97","309.89","309.99","57,121,641"
04/24/2023,"316.38","317.74","313.74","315.95","44,043,059"
04/21/2023,"315.91","317.40","314.10","316.61","59,002,289"
04/20/2023,"315.69","319.27","314.97","316.28","62,462,141"
04/19/2023,"316.41","319.79","316.28","318.71","38,960,129"
04/18/2023,"320.99","321.42","317.64","318.86","46,746,941"
04/17/2023,"318.15","319.20","316.04","318.84","43,007,020"
04/14/2023,"317.59","320.36","315.61","318.57","56,278,281"
04/13/2023,"314.83","319.65","313.63","319.17","54,613,793"
04/12/2023,"317.82","318.42","312.57","313.04","62,813,312"
04/11/2023,"317.83","317.89","315.31","315.83","40,113,594"
04/10/2023,"315.07","317.92","313.25","317.87","45,134,738"
04/06/2023,"314.24","318.55","312.82","318.05","46,916,500"
04/05/2023,"318.10","319.06","314.07","315.92","62,795,711"
04/04/2023,"320.60","321.63","317.83","319.07","45,875,379"
04/03/2023,"318.77","320.42","317.42","320.15","47,126,840"
03/31/2023,"315.91","321.17","315.60","320.93","62,138,102"
03/30/2023,"315.24","316.32","312.81","315.68","58,354,809"
03/29/2023,"310.88","313.35","310.05","312.72","53,274,273"
03/28/2023,"308.17","308.20","304.77","307.12","48,585,922"
03/27/2023,"311.60","312.70","307.89","308.76","50,287,406"
03/24/2023,"309.32","310.99","306.95","310.89","57,245,801"
03/23/2023,"309.92","314.15","307.01","309.75","74,575,984"
03/22/2023,"310.27","315.25","305.95","306.12","75,791,914"
03/21/2023,"307.94","310.80","306.40","310.34","49,757,047"
03/20/2023,"304.26","306.30","302.01","305.97","56,359,488"
03/17/2023,"306.72","309.15","303.37","305.36","89,923,727"
03/16/2023,"298.00","307.18","297.19","306.81","98,556,812"
03/15/2023,"294.71","299.27","293.24","298.93","83,631,539"
03/14/2023,"294.31","297.93","293.45","297.37","73,602,555"
03/13/2023,"286.73","294.47","285.19","290.69","97,123,602"
03/10/2023,"292.83","294.35","287.38","288.55","98,593,562"
03/09/2023,"298.33","300.98","291.83","292.66","71,456,688"
03/08/2023,"296.77","298.43","294.88","297.82","50,876,273"
03/07/2023,"300.07","301.01","295.72","296.34","65,955,758"
03/06/2023,"300.94","304.00","299.82","300.02","56,736,289"
03/03/2023,"295.39","299.92","294.87","299.68","60,511,539"
03/02/2023,"288.66","294.43","288.37","293.61","53,738,559"
03/01/2023,"293.26","293.93","290.20","291.20","58,286,969"
02/28/2023,"293.30","296.12","292.96","293.56","48,243,141"
02/27/2023,"295.07","296.49","293.34","293.94","48,995,008"
02/24/2023,"291.76","292.97","290.05","291.85","74,331,961"
02/23/2023,"297.97","298.13","292.55","296.82","69,294,438"
02/22/2023,"294.62","296.36","292.56","294.25","51,389,238"
02/21/2023,"297.26","298.73","293.89","294.03","46,526,711"
02/17/2023,"301.07","301.93","298.10","301.16","58,230,727"
02/16/2023,"304.38","308.43","303.15","303.30","59,498,633"
02/15/2023,"304.90","309.27","304.20","309.10","43,427,301"
02/14/2023,"302.89","307.72","300.91","306.75","64,079,059"
02/13/2023,"301.13","305.10","299.93","304.50","39,636,719"
02/10/2023,"299.48","301.57","297.25","299.70","50,050,102"
02/09/2023,"308.84","308.99","300.20","301.68","49,137,820"
02/08/2023,"308.54","309.50","303.67","304.37","56,720,859"
02/07/2023,"303.46","311.03","302.32","309.88","67,583,984"
02/06/2023,"303.51","305.91","302.22","303.59","40,802,352"
02/03/2023,"304.94","312.39","304.54","306.18","76,170,797"
02/02/2023,"307.57","313.68","306.73","311.72","83,070,633"
02/01/2023,"294.41","303.43","292.30","300.92","67,562,172"
01/31/2023,"290.31","294.72","290.20","294.62","46,705,113"
01/30/2023,"292.93","294.38","289.89","290.27","49,405,832"
01/27/2023,"292.00","298.26","291.88","296.26","56,441,941"
01/26/2023,"291.22","293.52","288.52","293.34","51,596,340"
01/25/2023,"283.77","288.36","281.18","287.73","50,872,020"
01/24/2023,"287.31","289.55","286.78","288.37","44,875,152"
01/23/2023,"283.54","290.21","282.73","288.96","52,799,910"
01/20/2023,"276.79","283.02","275.71","282.68","60,613,609"
01/19/2023,"276.22","277.38","273.89","275.15","44,150,441"
01/18/2023,"283.11","284.69","277.67","277.88","47,754,551"
01/17/2023,"280.77","282.85","279.58","281.54","36,269,738"
01/13/2023,"276.50","281.22","276.16","280.97","44,802,941"
01/12/2023,"278.12","280.10","273.74","279.05","60,599,953"
01/11/2023,"273.92","277.66","273.12","277.55","44,077,039"
01/10/2023,"269.49","272.94","268.97","272.83","35,247,762"
01/09/2023,"270.83","275.29","269.92","270.54","45,568,680"
01/06/2023,"263.35","269.94","260.34","268.80","54,659,738"
01/05/2023,"264.04","264.21","261.26","261.58","45,396,738"
01/04/2023,"266.64","267.45","262.53","265.74","47,754,859"
01/03/2023,"268.65","270.16","262.13","264.48","42,335,328"
